"11,2","5,6"
"11,2","8,6"
"11,2","11,6"
"11,2","14,6"
"11,2","17,6"
"11,2","20,6"
"11,2","23,6"
"11,2","26,6"
"11,2","29,6"
"11,2","32,6"
"11,2","35,6"
"11,2","38,6"
"11,2","41,6"
"11,2","44,6"
"11,2","47,6"
"11,2","50,6"
"11,2","53,6"
"11,2","56,6"
"11,2","59,6"
"11,2","62,6"
"11,2","5,9"
"11,2","8,9"
"11,2","11,9"
"11,2","14,9"
"11,2","17,9"
"11,2","20,9"
"11,2","23,9"
"11,2","26,9"
"11,2","29,9"
"11,2","32,9"
"11,2","35,9"
"11,2","38,9"
"11,2","41,9"
"11,2","44,9"
"11,2","47,9"
"11,2","50,9"
"11,2","53,9"
"11,2","56,9"
"11,2","59,9"
"11,2","62,9"
"11,2","5,12"
"11,2","8,12"
"11,2","11,12"
"11,2","14,12"
"11,2","17,12"
"11,2","20,12"
"11,2","23,12"
"11,2","26,12"
"11,2","29,12"
"11,2","32,12"
"11,2","35,12"
"11,2","38,12"
"11,2","41,12"
"11,2","44,12"
"11,2","47,12"
"11,2","50,12"
"11,2","53,12"
"11,2","56,12"
"11,2","59,12"
"11,2","62,12"
"11,2","5,15"
"11,2","8,15"
"11,2","11,15"
"11,2","14,15"
"11,2","17,15"
"11,2","20,15"
"11,2","23,15"
"11,2","26,15"
"11,2","29,15"
"11,2","32,15"
"11,2","35,15"
"11,2","38,15"
"11,2","41,15"
"11,2","44,15"
"11,2","47,15"
"11,2","50,15"
"11,2","53,15"
"11,2","56,15"
"11,2","59,15"
"11,2","62,15"
"11,2","5,18"
"11,2","8,18"
"11,2","11,18"
"11,2","14,18"
"11,2","17,18"
"11,2","20,18"
"11,2","23,18"
"11,2","26,18"
"11,2","29,18"
"11,2","32,18"
"11,2","35,18"
"11,2","38,18"
"11,2","41,18"
"11,2","44,18"
"11,2","47,18"
"11,2","50,18"
"11,2","53,18"
"11,2","56,18"
"11,2","59,18"
"11,2","62,18"
"11,2","5,23"
"11,2","8,23"
"11,2","11,23"
"11,2","14,23"
"11,2","17,23"
"11,2","20,23"
"11,2","23,23"
"11,2","26,23"
"11,2","29,23"
"11,2","32,23"
"11,2","35,23"
"11,2","38,23"
"11,2","41,23"
"11,2","44,23"
"11,2","47,23"
"11,2","50,23"
"11,2","53,23"
"11,2","56,23"
"11,2","59,23"
"11,2","62,23"
"11,2","5,26"
"11,2","8,26"
"11,2","11,26"
"11,2","14,26"
"11,2","17,26"
"11,2","20,26"
"11,2","23,26"
"11,2","26,26"
"11,2","29,26"
"11,2","32,26"
"11,2","35,26"
"11,2","38,26"
"11,2","41,26"
"11,2","44,26"
"11,2","47,26"
"11,2","50,26"
"11,2","53,26"
"11,2","56,26"
"11,2","59,26"
"11,2","62,26"
"11,2","5,29"
"11,2","8,29"
"11,2","11,29"
"11,2","14,29"
"11,2","17,29"
"11,2","20,29"
"11,2","23,29"
"11,2","26,29"
"11,2","29,29"
"11,2","32,29"
"11,2","35,29"
"11,2","38,29"
"11,2","41,29"
"11,2","44,29"
"11,2","47,29"
"11,2","50,29"
"11,2","53,29"
"11,2","56,29"
"11,2","59,29"
"11,2","62,29"
"11,2","5,32"
"11,2","8,32"
"11,2","11,32"
"11,2","14,32"
"11,2","17,32"
"11,2","20,32"
"11,2","23,32"
"11,2","26,32"
"11,2","29,32"
"11,2","32,32"
"11,2","35,32"
"11,2","38,32"
"11,2","41,32"
"11,2","44,32"
"11,2","47,32"
"11,2","50,32"
"11,2","53,32"
"11,2","56,32"
"11,2","59,32"
"11,2","62,32"
"11,2","5,35"
"11,2","8,35"
"11,2","11,35"
"11,2","14,35"
"11,2","17,35"
"11,2","20,35"
"11,2","23,35"
"11,2","26,35"
"11,2","29,35"
"11,2","32,35"
"11,2","35,35"
"11,2","38,35"
"11,2","41,35"
"11,2","44,35"
"11,2","47,35"
"11,2","50,35"
"11,2","53,35"
"11,2","56,35"
"11,2","59,35"
"11,2","62,35"
"11,2","5,40"
"11,2","8,40"
"11,2","11,40"
"11,2","14,40"
"11,2","17,40"
"11,2","20,40"
"11,2","23,40"
"11,2","26,40"
"11,2","29,40"
"11,2","32,40"
"11,2","35,40"
"11,2","38,40"
"11,2","41,40"
"11,2","44,40"
"11,2","47,40"
"11,2","50,40"
"11,2","53,40"
"11,2","56,40"
"11,2","59,40"
"11,2","62,40"
"11,2","5,43"
"11,2","8,43"
"11,2","11,43"
"11,2","14,43"
"11,2","17,43"
"11,2","20,43"
"11,2","23,43"
"11,2","26,43"
"11,2","29,43"
"11,2","32,43"
"11,2","35,43"
"11,2","38,43"
"11,2","41,43"
"11,2","44,43"
"11,2","47,43"
"11,2","50,43"
"11,2","53,43"
"11,2","56,43"
"11,2","59,43"
"11,2","62,43"
"11,2","5,46"
"11,2","8,46"
"11,2","11,46"
"11,2","14,46"
"11,2","17,46"
"11,2","20,46"
"11,2","23,46"
"11,2","26,46"
"11,2","29,46"
"11,2","32,46"
"11,2","35,46"
"11,2","38,46"
"11,2","41,46"
"11,2","44,46"
"11,2","47,46"
"11,2","50,46"
"11,2","53,46"
"11,2","56,46"
"11,2","59,46"
"11,2","62,46"
"11,2","5,49"
"11,2","8,49"
"11,2","11,49"
"11,2","14,49"
"11,2","17,49"
"11,2","20,49"
"11,2","23,49"
"11,2","26,49"
"11,2","29,49"
"11,2","32,49"
"11,2","35,49"
"11,2","38,49"
"11,2","41,49"
"11,2","44,49"
"11,2","47,49"
"11,2","50,49"
"11,2","53,49"
"11,2","56,49"
"11,2","59,49"
"11,2","62,49"
"11,2","5,52"
"11,2","8,52"
"11,2","11,52"
"11,2","14,52"
"11,2","17,52"
"11,2","20,52"
"11,2","23,52"
"11,2","26,52"
"11,2","29,52"
"11,2","32,52"
"11,2","35,52"
"11,2","38,52"
"11,2","41,52"
"11,2","44,52"
"11,2","47,52"
"11,2","50,52"
"11,2","53,52"
"11,2","56,52"
"11,2","59,52"
"11,2","62,52"
"11,2","5,57"
"11,2","8,57"
"11,2","11,57"
"11,2","14,57"
"11,2","17,57"
"11,2","20,57"
"11,2","23,57"
"11,2","26,57"
"11,2","29,57"
"11,2","32,57"
"11,2","35,57"
"11,2","38,57"
"11,2","41,57"
"11,2","44,57"
"11,2","47,57"
"11,2","50,57"
"11,2","53,57"
"11,2","56,57"
"11,2","59,57"
"11,2","62,57"
"11,2","5,60"
"11,2","8,60"
"11,2","11,60"
"11,2","14,60"
"11,2","17,60"
"11,2","20,60"
"11,2","23,60"
"11,2","26,60"
"11,2","29,60"
"11,2","32,60"
"11,2","35,60"
"11,2","38,60"
"11,2","41,60"
"11,2","44,60"
"11,2","47,60"
"11,2","50,60"
"11,2","53,60"
"11,2","56,60"
"11,2","59,60"
"11,2","62,60"
"11,2","5,63"
"11,2","8,63"
"11,2","11,63"
"11,2","14,63"
"11,2","17,63"
"11,2","20,63"
"11,2","23,63"
"11,2","26,63"
"11,2","29,63"
"11,2","32,63"
"11,2","35,63"
"11,2","38,63"
"11,2","41,63"
"11,2","44,63"
"11,2","47,63"
"11,2","50,63"
"11,2","53,63"
"11,2","56,63"
"11,2","59,63"
"11,2","62,63"
"12,2","5,6"
"12,2","8,6"
"12,2","11,6"
"12,2","14,6"
"12,2","17,6"
"12,2","20,6"
"12,2","23,6"
"12,2","26,6"
"12,2","29,6"
"12,2","32,6"
"12,2","35,6"
"12,2","38,6"
"12,2","41,6"
"12,2","44,6"
"12,2","47,6"
"12,2","50,6"
"12,2","53,6"
"12,2","56,6"
"12,2","59,6"
"12,2","62,6"
"12,2","5,9"
"12,2","8,9"
"12,2","11,9"
"12,2","14,9"
"12,2","17,9"
"12,2","20,9"
"12,2","23,9"
"12,2","26,9"
"12,2","29,9"
"12,2","32,9"
"12,2","35,9"
"12,2","38,9"
"12,2","41,9"
"12,2","44,9"
"12,2","47,9"
"12,2","50,9"
"12,2","53,9"
"12,2","56,9"
"12,2","59,9"
"12,2","62,9"
"12,2","5,12"
"12,2","8,12"
"12,2","11,12"
"12,2","14,12"
"12,2","17,12"
"12,2","20,12"
"12,2","23,12"
"12,2","26,12"
"12,2","29,12"
"12,2","32,12"
"12,2","35,12"
"12,2","38,12"
"12,2","41,12"
"12,2","44,12"
"12,2","47,12"
"12,2","50,12"
"12,2","53,12"
"12,2","56,12"
"12,2","59,12"
"12,2","62,12"
"12,2","5,15"
"12,2","8,15"
"12,2","11,15"
"12,2","14,15"
"12,2","17,15"
"12,2","20,15"
"12,2","23,15"
"12,2","26,15"
"12,2","29,15"
"12,2","32,15"
"12,2","35,15"
"12,2","38,15"
"12,2","41,15"
"12,2","44,15"
"12,2","47,15"
"12,2","50,15"
"12,2","53,15"
"12,2","56,15"
"12,2","59,15"
"12,2","62,15"
"12,2","5,18"
"12,2","8,18"
"12,2","11,18"
"12,2","14,18"
"12,2","17,18"
"12,2","20,18"
"12,2","23,18"
"12,2","26,18"
"12,2","29,18"
"12,2","32,18"
"12,2","35,18"
"12,2","38,18"
"12,2","41,18"
"12,2","44,18"
"12,2","47,18"
"12,2","50,18"
"12,2","53,18"
"12,2","56,18"
"12,2","59,18"
"12,2","62,18"
"12,2","5,23"
"12,2","8,23"
"12,2","11,23"
"12,2","14,23"
"12,2","17,23"
"12,2","20,23"
"12,2","23,23"
"12,2","26,23"
"12,2","29,23"
"12,2","32,23"
"12,2","35,23"
"12,2","38,23"
"12,2","41,23"
"12,2","44,23"
"12,2","47,23"
"12,2","50,23"
"12,2","53,23"
"12,2","56,23"
"12,2","59,23"
"12,2","62,23"
"12,2","5,26"
"12,2","8,26"
"12,2","11,26"
"12,2","14,26"
"12,2","17,26"
"12,2","20,26"
"12,2","23,26"
"12,2","26,26"
"12,2","29,26"
"12,2","32,26"
"12,2","35,26"
"12,2","38,26"
"12,2","41,26"
"12,2","44,26"
"12,2","47,26"
"12,2","50,26"
"12,2","53,26"
"12,2","56,26"
"12,2","59,26"
"12,2","62,26"
"12,2","5,29"
"12,2","8,29"
"12,2","11,29"
"12,2","14,29"
"12,2","17,29"
"12,2","20,29"
"12,2","23,29"
"12,2","26,29"
"12,2","29,29"
"12,2","32,29"
"12,2","35,29"
"12,2","38,29"
"12,2","41,29"
"12,2","44,29"
"12,2","47,29"
"12,2","50,29"
"12,2","53,29"
"12,2","56,29"
"12,2","59,29"
"12,2","62,29"
"12,2","5,32"
"12,2","8,32"
"12,2","11,32"
"12,2","14,32"
"12,2","17,32"
"12,2","20,32"
"12,2","23,32"
"12,2","26,32"
"12,2","29,32"
"12,2","32,32"
"12,2","35,32"
"12,2","38,32"
"12,2","41,32"
"12,2","44,32"
"12,2","47,32"
"12,2","50,32"
"12,2","53,32"
"12,2","56,32"
"12,2","59,32"
"12,2","62,32"
"12,2","5,35"
"12,2","8,35"
"12,2","11,35"
"12,2","14,35"
"12,2","17,35"
"12,2","20,35"
"12,2","23,35"
"12,2","26,35"
"12,2","29,35"
"12,2","32,35"
"12,2","35,35"
"12,2","38,35"
"12,2","41,35"
"12,2","44,35"
"12,2","47,35"
"12,2","50,35"
"12,2","53,35"
"12,2","56,35"
"12,2","59,35"
"12,2","62,35"
"12,2","5,40"
"12,2","8,40"
"12,2","11,40"
"12,2","14,40"
"12,2","17,40"
"12,2","20,40"
"12,2","23,40"
"12,2","26,40"
"12,2","29,40"
"12,2","32,40"
"12,2","35,40"
"12,2","38,40"
"12,2","41,40"
"12,2","44,40"
"12,2","47,40"
"12,2","50,40"
"12,2","53,40"
"12,2","56,40"
"12,2","59,40"
"12,2","62,40"
"12,2","5,43"
"12,2","8,43"
"12,2","11,43"
"12,2","14,43"
"12,2","17,43"
"12,2","20,43"
"12,2","23,43"
"12,2","26,43"
"12,2","29,43"
"12,2","32,43"
"12,2","35,43"
"12,2","38,43"
"12,2","41,43"
"12,2","44,43"
"12,2","47,43"
"12,2","50,43"
"12,2","53,43"
"12,2","56,43"
"12,2","59,43"
"12,2","62,43"
"12,2","5,46"
"12,2","8,46"
"12,2","11,46"
"12,2","14,46"
"12,2","17,46"
"12,2","20,46"
"12,2","23,46"
"12,2","26,46"
"12,2","29,46"
"12,2","32,46"
"12,2","35,46"
"12,2","38,46"
"12,2","41,46"
"12,2","44,46"
"12,2","47,46"
"12,2","50,46"
"12,2","53,46"
"12,2","56,46"
"12,2","59,46"
"12,2","62,46"
"12,2","5,49"
"12,2","8,49"
"12,2","11,49"
"12,2","14,49"
"12,2","17,49"
"12,2","20,49"
