2,2
6,2
15,2
21,2
27,2
33,2
39,2
45,2
51,2
57,2
68,2
2,3
6,3
15,3
21,3
27,3
33,3
39,3
45,3
51,3
57,3
68,3
1,5
2,5
6,5
15,5
21,5
27,5
33,5
39,5
45,5
51,5
57,5
7,7
15,7
21,7
27,7
33,7
39,7
45,7
51,7
57,7
66,7
68,7
1,8
2,8
4,8
6,8
15,8
21,8
27,8
33,8
39,8
45,8
51,8
57,8
1,11
2,11
4,11
6,11
15,11
21,11
27,11
33,11
39,11
45,11
51,11
57,11
1,14
2,14
4,14
6,14
15,14
21,14
27,14
33,14
39,14
45,14
51,14
57,14
1,17
2,17
4,17
6,17
15,17
21,17
27,17
33,17
39,17
45,17
51,17
57,17
1,19
2,19
4,19
6,19
15,19
21,19
27,19
33,19
39,19
45,19
51,19
57,19
66,19
68,19
1,22
2,22
4,22
4,25
13,25
22,25
31,25
40,25
49,25
58,25
4,28
13,28
22,28
31,28
40,28
49,28
58,28
4,31
13,31
22,31
31,31
40,31
49,31
58,31
1,34
4,34
13,34
22,34
31,34
40,34
49,34
58,34
1,35
13,37
22,37
31,37
40,37
49,37
58,37
66,37
68,37
1,39
2,39
4,39
6,39
15,39
21,39
27,39
33,39
39,39
45,39
51,39
57,39
1,40
1,41
6,42
15,42
21,42
27,42
33,42
39,42
45,42
51,42
57,42
6,45
15,45
21,45
27,45
33,45
39,45
45,45
51,45
57,45
1,46
1,47
6,48
15,48
21,48
27,48
33,48
39,48
45,48
51,48
57,48
6,51
15,51
21,51
27,51
33,51
39,51
45,51
51,51
57,51
1,52
1,53
6,53
15,53
21,53
27,53
33,53
39,53
45,53
51,53
57,53
66,53
68,53
1,56
2,56
1,58
1,59
4,59
10,59
16,59
22,59
28,59
34,59
40,59
46,59
52,59
58,59
1,62
2,62
4,62
10,62
16,62
22,62
28,62
34,62
40,62
46,62
52,62
58,62
4,66
5,66
6,66
7,66
8,66
9,66
10,66
11,66
12,66
13,66
14,66
15,66
16,66
17,66
19,66
22,66
28,66
34,66
40,66
46,66
52,66
58,66
24,68
29,68
36,68
42,68
49,68
66,68
