6,10
6,13
6,16
6,19
6,22
6,25
6,28
6,31
6,34
6,37
6,40
6,43
6,46
6,49
6,52
6,55
6,58
6,61
9,10
9,13
9,16
9,19
9,22
9,25
9,28
9,31
9,34
9,37
9,40
9,43
9,46
9,49
9,52
9,55
9,58
9,61
12,10
12,13
12,16
12,19
12,22
12,25
12,28
12,31
12,34
12,37
12,40
12,43
12,46
12,49
12,52
12,55
12,58
12,61
15,10
15,13
15,16
15,19
15,22
15,25
15,28
15,31
15,34
15,37
15,40
15,43
15,46
15,49
15,52
15,55
15,58
15,61
18,10
18,13
18,16
18,19
18,22
18,25
18,28
18,31
18,34
18,37
18,40
18,43
18,46
18,49
18,52
18,55
18,58
18,61
21,10
21,13
21,16
21,19
21,22
21,25
21,28
21,31
21,34
21,37
21,40
21,43
21,46
21,49
21,52
21,55
21,58
21,61
24,10
24,13
24,16
24,19
24,22
24,25
24,28
24,31
24,34
24,37
24,40
24,43
24,46
24,49
24,52
24,55
24,58
24,61
27,10
27,13
27,16
27,19
27,22
27,25
27,28
27,31
27,34
27,37
27,40
27,43
27,46
27,49
27,52
27,55
27,58
27,61
30,10
30,13
30,16
30,19
30,22
30,25
30,28
30,31
30,34
30,37
30,40
30,43
30,46
30,49
30,52
30,55
30,58
30,61
33,10
33,13
33,16
33,19
33,22
33,25
33,28
33,31
33,34
33,37
33,40
33,43
33,46
33,49
33,52
33,55
33,58
33,61
36,10
36,13
36,16
36,19
36,22
36,25
36,28
36,31
36,34
36,37
36,40
36,43
36,46
36,49
36,52
36,55
36,58
36,61
39,10
39,13
39,16
39,19
39,22
39,25
39,28
39,31
39,34
39,37
39,40
39,43
39,46
39,49
39,52
39,55
39,58
39,61
42,10
42,13
42,16
42,19
42,22
42,25
42,28
42,31
42,34
42,37
42,40
42,43
42,46
42,49
42,52
42,55
42,58
42,61
45,10
45,13
45,16
45,19
45,22
45,25
45,28
45,31
45,34
45,37
45,40
45,43
45,46
45,49
45,52
45,55
45,58
45,61
48,10
48,13
48,16
48,19
48,22
48,25
48,28
48,31
48,34
48,37
48,40
48,43
48,46
48,49
48,52
48,55
48,58
48,61
51,10
51,13
51,16
51,19
51,22
51,25
51,28
51,31
51,34
51,37
51,40
51,43
51,46
51,49
51,52
51,55
51,58
51,61
54,10
54,13
54,16
54,19
54,22
54,25
54,28
54,31
54,34
54,37
54,40
54,43
54,46
54,49
54,52
54,55
54,58
54,61
57,10
57,13
57,16
57,19
57,22
57,25
57,28
57,31
57,34
57,37
57,40
57,43
57,46
57,49
57,52
57,55
57,58
57,61
60,10
60,13
60,16
60,19
60,22
60,25
60,28
60,31
60,34
60,37
60,40
60,43
60,46
60,49
60,52
60,55
60,58
60,61
63,10
63,13
63,16
63,19
63,22
63,25
63,28
63,31
63,34
63,37
63,40
63,43
63,46
63,49
63,52
63,55
63,58
63,61
