6,9
6,12
6,15
6,18
6,21
6,24
6,27
6,30
6,33
6,36
6,39
6,42
6,45
6,48
6,51
6,54
6,57
6,60
9,9
9,12
9,15
9,18
9,21
9,24
9,27
9,30
9,33
9,36
9,39
9,42
9,45
9,48
9,51
9,54
9,57
9,60
12,9
12,12
12,15
12,18
12,21
12,24
12,27
12,30
12,33
12,36
12,39
12,42
12,45
12,48
12,51
12,54
12,57
12,60
15,9
15,12
15,15
15,18
15,21
15,24
15,27
15,30
15,33
15,36
15,39
15,42
15,45
15,48
15,51
15,54
15,57
15,60
18,9
18,12
18,15
18,18
18,21
18,24
18,27
18,30
18,33
18,36
18,39
18,42
18,45
18,48
18,51
18,54
18,57
18,60
21,9
21,12
21,15
21,18
21,21
21,24
21,27
21,30
21,33
21,36
21,39
21,42
21,45
21,48
21,51
21,54
21,57
21,60
24,9
24,12
24,15
24,18
24,21
24,24
24,27
24,30
24,33
24,36
24,39
24,42
24,45
24,48
24,51
24,54
24,57
24,60
27,9
27,12
27,15
27,18
27,21
27,24
27,27
27,30
27,33
27,36
27,39
27,42
27,45
27,48
27,51
27,54
27,57
27,60
