2,65
2,68
3,65
3,2
5,2
5,9
5,12
5,15
5,18
5,21
5,24
5,27
5,30
5,33
5,36
5,39
5,42
5,45
5,48
5,51
5,54
5,57
5,60
6,8
6,61
7,68
7,9
7,12
7,15
7,18
7,21
7,24
7,27
7,30
7,33
7,36
7,39
7,42
7,45
7,48
7,51
7,54
7,57
7,60
8,2
8,9
8,12
8,15
8,18
8,21
8,24
8,27
8,30
8,33
8,36
8,39
8,42
8,45
8,48
8,51
8,54
8,57
8,60
9,8
9,61
10,68
10,9
10,12
10,15
10,18
10,21
10,24
10,27
10,30
10,33
10,36
10,39
10,42
10,45
10,48
10,51
10,54
10,57
10,60
11,2
11,9
11,12
11,15
11,18
11,21
11,24
11,27
11,30
11,33
11,36
11,39
11,42
11,45
11,48
11,51
11,54
11,57
11,60
12,8
12,61
13,68
13,9
13,12
13,15
13,18
13,21
13,24
13,27
13,30
13,33
13,36
13,39
13,42
13,45
13,48
13,51
13,54
13,57
13,60
14,2
14,9
14,12
14,15
14,18
14,21
14,24
14,27
14,30
14,33
14,36
14,39
14,42
14,45
14,48
14,51
14,54
14,57
14,60
15,8
15,61
16,68
16,9
16,12
16,15
16,18
16,21
16,24
16,27
16,30
16,33
16,36
16,39
16,42
16,45
16,48
16,51
16,54
16,57
16,60
17,2
17,9
17,12
17,15
17,18
17,21
17,24
17,27
17,30
17,33
17,36
17,39
17,42
17,45
17,48
17,51
17,54
17,57
17,60
18,8
18,61
19,68
19,9
19,12
19,15
19,18
19,21
19,24
19,27
19,30
19,33
19,36
19,39
19,42
19,45
19,48
19,51
19,54
19,57
19,60
20,2
20,9
20,12
20,15
20,18
20,21
20,24
20,27
20,30
20,33
20,36
20,39
20,42
20,45
20,48
20,51
20,54
20,57
20,60
21,8
21,61
22,68
22,9
22,12
22,15
22,18
22,21
22,24
22,27
22,30
22,33
22,36
22,39
22,42
22,45
22,48
22,51
22,54
22,57
22,60
23,2
23,9
23,12
23,15
23,18
23,21
23,24
23,27
23,30
23,33
23,36
23,39
23,42
23,45
23,48
23,51
23,54
23,57
23,60
24,8
24,61
25,68
25,9
25,12
25,15
25,18
25,21
25,24
25,27
25,30
25,33
25,36
25,39
25,42
25,45
25,48
25,51
25,54
25,57
25,60
26,2
26,9
26,12
26,15
26,18
26,21
26,24
26,27
26,30
26,33
26,36
26,39
26,42
26,45
26,48
26,51
26,54
26,57
26,60
27,8
27,61
28,68
28,9
28,12
28,15
28,18
28,21
28,24
28,27
28,30
28,33
28,36
28,39
28,42
28,45
28,48
28,51
28,54
28,57
28,60
